z_re,z_im,w_re,w_im
-2.694915254237288,0.7627118644067798,-0.15741788483226715,2.6063554214408526
-2.694915254237288,0.8644067796610173,-0.14261260718300572,2.5912480267576705
-2.694915254237288,0.9661016949152543,-0.12754783804388747,2.57661714409137
-2.694915254237288,1.0677966101694913,-0.1122507625950111,2.562467650517331
-2.694915254237288,1.1694915254237293,-0.09674821724241145,2.5488023610461994
-2.694915254237288,1.2711864406779663,-0.08106650969142071,2.535622135533072
-2.694915254237288,1.3728813559322033,-0.06523125977934319,2.5229260011398447
-2.694915254237288,1.4745762711864412,-0.04926726193352993,2.510711286629612
-2.694915254237288,1.5762711864406782,-0.033198369485002654,2.498973764906091
-2.694915254237288,1.6779661016949152,-0.0170474005091239,2.4877078004434843
-2.694915254237288,1.7796610169491531,-0.0008360643944451684,2.4769064985585287
-2.694915254237288,1.8813559322033901,0.015415092036422662,2.4665618538327934
-2.694915254237288,1.9830508474576272,0.03168672031492403,2.4566648953775525
-2.694915254237288,2.084745762711865,0.04796068968196554,2.4472058270262877
-2.694915254237288,2.186440677966102,0.0642200917867004,2.4381741609250938
-2.694915254237288,2.288135593220339,0.08044923255312253,2.42955884335629
-2.694915254237288,2.389830508474577,0.09663361302890983,2.421348371966228
-2.694915254237288,2.491525423728814,0.11275990097400501,2.4135309038685917
-2.694915254237288,2.593220338983051,0.12881589485346312,2.406094354356092
-2.694915254237288,2.694915254237289,0.14479048178020415,2.3990264861754342
-2.694915254237288,2.796610169491526,0.16067359081746713,2.3923149895034803
-2.694915254237288,2.898305084745763,0.1764561429055962,2.3859475529088576
-2.694915254237288,3.0,0.19212999852957646,2.3799119256959043
-2.593220338983051,-3.0,2.0820504064511756,-1.1902451991800134
-2.593220338983051,-2.8983050847457625,2.079700894010711,-1.2082927022449161
-2.593220338983051,-2.7966101694915255,2.0776530317924014,-1.2266177753125493
-2.593220338983051,-2.694915254237288,2.075925027193576,-1.2452161314044008
-2.593220338983051,-2.593220338983051,2.074535526498574,-1.264082263422647
-2.593220338983051,-2.4915254237288136,2.073503539654265,-1.283209348930198
-2.593220338983051,-2.389830508474576,2.0728483508001365,-1.302589156820485
-2.593220338983051,-2.288135593220339,2.0725894137783083,-1.3222119577929548
-2.593220338983051,-2.1864406779661016,2.072746232072614,-1.342066440820422
-2.593220338983051,-2.084745762711864,2.0733382229168047,-1.3621396380497304
-2.593220338983051,-1.9830508474576272,2.0743845656736273,-1.382416860802587
